steps
6002
12957
4884
9568
7779
2959
10171
11535
3204
4046
18416
9021
4107
8548
9485
7615
13871
3435
8519
9505
9527
13819
10673
10598
9979
10842
4034
4907
18882
4381
12209
8705
7508
5768
8726
1016
9518
10084
10830
6481
7495
3608
10614
5302
7669
5512
15489
7922
19542
14036
6145
12905
10832
5431
11915
17571
4261
11144
8252
5292
13247
8146
12165
24718
10062
5143
32859
2519
2217
8042
1507
12563
12864
606
7581
4820
10542
8395
4184
9572
4460
8291
21802
10824
12491
8635
16239
16490
15020
8367
8496
4058
7561
7541
16454
16941
22024
27836
22778
22218
34816
27187
29370
16631
19724
4626
13734
3048
7325
3702
3919
38556
6897
7881
4135
8272
5031
3552
779
6524
7927
4763
3797
3121
6664
520
1213
6203
9839
11335
12115
5076
8985
1761
7446
3031
3806
10287
11614
29778
642
7187
6468
5021
3378
5125
821
2558
15501
19205
21447
3714
13725
16781
790
11201
3967
5028
1917
5166
21973
848
4437
4522
7520
3787
6723
36255
5114
19162
3295
5527
6746
464
2589
2824
3874
3850
10004
2967
5072
5339
0
1245
3009
2717
6243
5100
2716
15704
17597
7603
1714
10365
1500
3944
1580
1262
10983
18454
3438
2849
16591
6370
5371
14460
13003
17872
11779
16431
13694
10789
11640
1166
3879
7539
17830
728
8497
4895
6591
5908
10633
18125
668
8526
3254
7026
18203
13997
51299
3706
8756
5889
3556
5307
3355
3128
3114
10187
3221
4115
3924
3505
15796
1383
7267
4780
3745
4095
3111
14616
950
9967
15311
4477
3084
9951
31932
3202
5328
4517
3751
3757
958
25403
2166
5940
5630
6470
4453
9433
14623
1272
3670
12520
12218
9355
6869
14509
3552
3110
6353
3010
3469
5501
12013
2840
9331
6707
5476
1205
5222
982
641
15248
7037
4641
5292
8841
9425
2381
2122
968
1877
1599
1488
16692
8525
1106
1615
2636
2398
5026
14950
10858
14428
1290
8288
6621
11607
4611
6561
7615
11128
4318
4273
6750
4467
9575
6317
4213
4920
3979
8714
5191
4964
9633
8858
3421
12982
7436
8957
16845
6086
3207
5954
8838
9091
5424
866
6315
1240
17888
13316
7774
9930
7646
10531
10140
10516
19992
8856
10232
12774
31073
11647
15117
12325
6331
15460
11745
2435
2770
4313
8926
573
8733
13219
9182
2027
6420
3244
740
3214
4593
12757
12166
10611
2312
4200
12790
10330
5889
10623
6887
6412
6385
14024
13560
10499
23516
10274
21962
16292
17887
13111
10118
11313
10293
14166
17411
13048
11508
13724
10009
10042
13509
10600
14527
10255
13399
10470
4946
18439
2515
12934
9602
7780
2687
6844
5330
17509
8442
3141
7540
3946
6553
31595
9095
16195
11450
10157
11296
12506
7069
12233
22547
19810
9650
11171
8610
5751
13316
7452
4916
1905
6865
12862
8943
4798
10396
4316
5478
7799
13866
11884
18007
7749
1973
7959
5274
6094
7881
12025
5474
5021
7835
5253
13087
7033
6499
7761
2686
13395
10618
5694
8038
19006
25479
7014
11965
11401
13541
11239
11016
15063
4961
2424
15071
18551
13252
17358
13492
10907
1131
2524
1667
5658
19427
15486
1195
16645
13583
6961
15746
9460
18863
4634
19392
5776
11131
7496
12446
12083
18996
5274
5814
10431
6247
26751
25011
10005
11022
14614
5182
5449
13732
18555
3059
21039
7619
6088
15018
16544
20166
10002
17966
8086
16148
17477
13545
18637
10769
30380
6628
12614
4364
16317
31172
1404
15010
7682
14897
2285
12259
11845
1730
17847
12282
12366
10400
10808
15816
1510
4784
11489
17017
5117
10508
14541
24177
10016
5338
12712
14437
13449
22172
4632
18433
12724
20015
10017
18770
16430
10953
16883
8801
20005
13956
10227
31900
1969
11608
8508
15528
16097
18704
13473
18499
20025
8667
17420
8569
21624
21288
5578
18277
5941
6119
15299
6630
20454
35934
20619
11292
18921
8463
10580
2540
14115
5900
7443
17108
11084
18385
16522
26783
18251
6333
14249
7501
19999
47223
12831
12199
13608
19139
10638
21294
15155
13704
4986
4530
18701
18956
8839
28381
4255
11114
10434
11495
19538
7427
17031
2223
13009
14811
12828
18135
7613
27165
1573
15681
10973
10823
15629
13712
25025
3791
2567
11973
6188
3347
21990
2555
11555
7045
11010
7724
10280
24075
8764
10953
17898
15122
17425
10001
20317
5595
14903
23952
16339
4895
10280
7049
1865
13003
18666
10084
28221
15011
12437
